TransactionID,Amount,MerchantID,TransactionType,Location,IsFraud
31791,120.37,588,purchase,New York,0
31792,893.94,984,refund,San Jose,0
31793,4870.44,840,purchase,Chicago,0
31794,3583.88,728,purchase,Chicago,0
31795,2073.81,95,refund,Chicago,0
31796,853.94,548,purchase,New York,0
31797,3340.46,321,purchase,Chicago,0
31798,790.59,705,purchase,New York,0
31799,1657.36,955,refund,Phoenix,0
31800,736.01,2,refund,Houston,0
31801,453.61,334,purchase,Los Angeles,0
31802,1707.24,534,refund,San Diego,0
31803,4699.11,48,purchase,San Diego,0
31804,1042.46,173,refund,New York,0
31805,3831.1,400,purchase,San Antonio,0
31806,1938.49,493,refund,Dallas,0
31807,2849.9,156,refund,Phoenix,0
31808,3485.5,115,purchase,Chicago,0
31809,3028.4,243,refund,New York,0
31810,3586.19,502,purchase,San Antonio,0
31811,1311.16,114,refund,San Antonio,0
31812,3366.53,543,refund,Los Angeles,0
31813,256.28,432,purchase,Phoenix,0
31814,294.39,33,purchase,Phoenix,0
31815,472.19,442,refund,San Jose,0
31816,3575.78,266,purchase,Chicago,0
31817,1798.08,596,purchase,Philadelphia,0
31818,3467.01,352,refund,Phoenix,0
31819,4592.79,944,refund,New York,0
31820,1052.36,817,purchase,New York,0
31821,4828.9,974,refund,Houston,0
31822,2003.19,787,refund,Philadelphia,0
31823,4453.38,899,purchase,San Jose,0
31824,187.6,699,refund,Houston,0
31825,3180.61,556,refund,Los Angeles,0
31826,3145.11,342,refund,Chicago,0
31827,1252.83,849,refund,Dallas,0
31828,3442.45,451,refund,Philadelphia,0
31829,814.49,159,purchase,San Jose,0
31830,4677.27,717,refund,San Diego,0
31831,667.29,438,purchase,Chicago,0
31832,4559.52,437,purchase,San Antonio,0
31833,2192.1,413,purchase,New York,0
31834,343.46,762,purchase,Chicago,0
31835,4702.37,975,purchase,New York,0
31836,1917.23,659,refund,Chicago,0
31837,3408.04,213,refund,Dallas,0
31838,3679.26,255,purchase,San Diego,0
31839,3652.47,36,refund,San Jose,0
31840,3861.5,177,purchase,San Jose,0
31841,1281.61,299,refund,San Antonio,0
31842,3325.34,491,refund,San Diego,0
31843,2289.59,548,purchase,San Diego,0
31844,928.32,305,refund,New York,0
31845,1337.75,698,refund,San Antonio,0
31846,1751.59,299,refund,Dallas,0
31847,3170.29,226,purchase,Los Angeles,0
31848,4220.26,141,purchase,Phoenix,0
31849,4914.36,703,refund,Houston,0
31850,560.59,768,refund,Los Angeles,0
31851,2347.1,2,refund,San Jose,0
31852,3109.23,633,purchase,Dallas,0
31853,4398.23,225,refund,San Diego,0
31854,713.98,64,refund,Chicago,0
31855,1818.79,181,purchase,Houston,0
31856,3323.94,764,purchase,San Diego,0
31857,430.69,624,purchase,San Jose,0
31858,2344.4,847,refund,San Antonio,0
31859,2769.06,261,refund,Los Angeles,0
31860,1685.12,840,purchase,Houston,0
31861,1750.35,214,purchase,San Jose,0
31862,1068.28,883,purchase,Philadelphia,1
31863,692.5,366,refund,San Jose,0
31864,3819.0,430,refund,San Jose,0
31865,701.2,511,purchase,New York,0
31866,398.19,82,refund,San Jose,0
31867,4185.6,823,purchase,Philadelphia,0
31868,1056.36,610,refund,Chicago,0
31869,1376.38,871,purchase,Los Angeles,0
31870,4282.37,588,purchase,Los Angeles,0
31871,743.81,909,refund,Chicago,0
31872,3377.67,587,purchase,San Diego,0
31873,731.98,246,refund,New York,0
31874,4100.24,731,purchase,San Antonio,0
31875,14.5,885,refund,Los Angeles,0
31876,1748.05,358,refund,Dallas,0
31877,698.62,343,purchase,Philadelphia,0
31878,3874.4,815,purchase,Dallas,0
31879,4923.36,970,refund,New York,0
31880,1292.53,780,refund,Dallas,0
31881,4042.63,637,purchase,Los Angeles,0
31882,1998.97,955,purchase,San Antonio,0
31883,1576.17,845,refund,San Jose,0
31884,2347.1,188,purchase,San Jose,0
31885,754.72,408,refund,Dallas,0
31886,752.95,482,refund,Chicago,0
31887,3806.28,695,refund,Dallas,0
31888,2147.42,625,purchase,Philadelphia,0
31889,3404.38,172,purchase,Houston,0
31890,4697.79,554,purchase,San Antonio,0
31891,3718.6,944,refund,San Diego,0
31892,1847.59,163,refund,Phoenix,0
31893,3298.85,366,purchase,San Antonio,0
31894,119.98,247,refund,San Jose,0
31895,415.19,694,purchase,Phoenix,0
31896,4753.3,88,refund,Los Angeles,0
31897,4566.62,897,refund,Chicago,0
31898,2211.78,543,refund,Los Angeles,0
31899,661.68,240,refund,New York,0
31900,394.5,551,purchase,Dallas,0
31901,4145.64,63,refund,Philadelphia,0
31902,3921.45,63,purchase,Los Angeles,0
31903,4642.66,743,purchase,San Antonio,0
31904,73.32,55,purchase,Dallas,0
31905,2237.54,96,purchase,New York,0
31906,4300.47,459,refund,Houston,0
31907,1763.77,741,purchase,Chicago,0
31908,2827.78,915,purchase,San Jose,0
31909,715.52,13,refund,Los Angeles,0
31910,1669.1,357,purchase,San Diego,0
31911,4766.46,574,purchase,Houston,0
31912,3457.12,44,refund,San Diego,0
31913,1862.89,390,refund,New York,0
31914,779.2,691,refund,San Antonio,0
31915,445.98,666,refund,Los Angeles,0
31916,2352.85,932,purchase,Dallas,0
31917,4256.16,889,purchase,Los Angeles,0
31918,2500.47,525,refund,San Antonio,0
31919,1077.7,775,refund,Chicago,0
31920,3992.67,611,purchase,Los Angeles,0
31921,100.31,340,refund,New York,0
31922,2582.41,70,purchase,Dallas,0
31923,3700.05,229,refund,New York,0
31924,3643.12,843,refund,Chicago,0
31925,1170.07,216,purchase,San Jose,0
31926,2871.98,691,purchase,Philadelphia,0
31927,3611.09,347,refund,San Diego,0
31928,2314.95,977,refund,Chicago,0
31929,4583.04,123,purchase,Chicago,0
31930,2039.31,56,refund,Los Angeles,0
31931,2668.87,704,purchase,Phoenix,0
31932,1058.12,435,refund,Houston,0
31933,2194.18,822,purchase,Los Angeles,0
31934,659.31,982,purchase,Chicago,0
31935,2022.49,657,refund,San Jose,0
31936,3935.85,554,purchase,Philadelphia,0
31937,1599.35,41,refund,Houston,0
31938,3923.35,157,refund,San Antonio,0
31939,4302.82,702,purchase,Philadelphia,0
31940,729.2,189,refund,Philadelphia,0
31941,2300.93,145,purchase,Houston,0
31942,993.45,937,purchase,San Diego,0
31943,4134.04,938,purchase,Houston,0
31944,4574.94,144,refund,San Diego,0
31945,1390.94,164,purchase,San Antonio,0
31946,646.01,334,purchase,Phoenix,0
31947,3344.84,789,purchase,San Diego,0
31948,4915.91,560,refund,Philadelphia,0
31949,393.24,106,refund,San Jose,0
31950,4001.28,459,purchase,Houston,0
31951,31.65,66,refund,San Jose,0
31952,3666.88,470,refund,San Diego,0
31953,4077.51,910,purchase,Philadelphia,0
31954,2815.4,731,purchase,Phoenix,0
31955,643.02,103,refund,Phoenix,0
31956,2516.0,734,refund,Philadelphia,0
31957,4173.32,336,refund,Philadelphia,0
31958,2118.88,890,refund,New York,0
31959,2432.31,408,purchase,Phoenix,0
31960,231.36,953,purchase,Chicago,0
31961,3317.28,273,refund,New York,0
31962,804.0,371,purchase,Dallas,0
31963,3571.79,924,purchase,San Diego,0
31964,2406.99,394,refund,Dallas,0
31965,4417.04,964,purchase,Houston,0
31966,3379.71,234,refund,Chicago,0
31967,2228.12,619,purchase,Chicago,0
31968,726.26,75,refund,New York,0
31969,2203.27,10,refund,Chicago,0
31970,2182.92,617,purchase,San Diego,0
31971,2109.09,808,refund,Chicago,0
31972,649.14,208,purchase,Houston,0
31973,2892.96,743,refund,Philadelphia,0
31974,2960.72,139,purchase,San Antonio,0
31975,4418.45,707,purchase,San Antonio,0
31976,2542.44,895,purchase,San Diego,0
31977,536.92,805,purchase,Chicago,0
31978,379.37,388,purchase,Philadelphia,0
31979,3017.03,852,purchase,Philadelphia,0
31980,1308.29,681,purchase,New York,0
31981,4527.08,310,refund,Philadelphia,0
31982,1623.18,362,purchase,Chicago,0
31983,1009.17,565,purchase,New York,0
31984,3639.14,466,purchase,Chicago,0
31985,1874.89,121,purchase,Los Angeles,0
31986,2280.02,417,purchase,Chicago,0
31987,3754.14,356,refund,New York,0
31988,1796.07,709,purchase,San Antonio,0
31989,1770.64,854,refund,Philadelphia,0
31990,3416.94,434,refund,Phoenix,0
31991,145.73,27,refund,Houston,0
31992,1562.17,785,purchase,Los Angeles,0
31993,727.72,446,refund,San Diego,0
31994,1787.58,203,refund,Phoenix,0
31995,3993.43,305,purchase,New York,0
31996,3174.99,551,purchase,New York,0
31997,4542.73,734,purchase,New York,0
31998,2351.01,92,purchase,New York,0
31999,4129.66,389,purchase,Los Angeles,0
32000,2878.68,495,purchase,Chicago,0
32001,3794.89,423,purchase,San Jose,0
32002,2209.81,238,purchase,New York,0
32003,2836.46,293,refund,San Antonio,0
32004,247.2,727,refund,Los Angeles,0
32005,1159.65,85,refund,Houston,0
32006,56.72,216,purchase,San Antonio,0
32007,1126.89,66,refund,San Jose,0
32008,3365.84,70,refund,San Antonio,0
32009,4611.67,563,purchase,Dallas,0
32010,2289.34,396,refund,Philadelphia,0
32011,1641.92,959,purchase,Los Angeles,0
32012,3385.61,689,refund,Phoenix,0
32013,4051.68,171,refund,San Diego,0
32014,4319.0,221,refund,Chicago,0
32015,4033.15,625,refund,San Diego,0
32016,2247.55,16,purchase,San Diego,0
32017,2270.07,556,purchase,San Antonio,0
32018,4916.09,2,purchase,New York,0
32019,2340.93,403,purchase,Philadelphia,0
32020,3140.49,742,purchase,San Jose,0
32021,4424.26,544,refund,Los Angeles,0
32022,2440.53,662,refund,Chicago,0
32023,3837.34,287,purchase,Houston,0
32024,3914.25,228,purchase,Los Angeles,0
32025,841.39,900,refund,Phoenix,0
32026,1143.97,354,purchase,Phoenix,0
32027,879.19,452,purchase,Phoenix,0
32028,741.99,967,purchase,San Antonio,0
32029,3162.47,357,purchase,Phoenix,0
32030,2311.13,240,purchase,Philadelphia,0
32031,3800.05,850,refund,Phoenix,0
32032,3092.84,419,purchase,Houston,0
32033,1100.28,200,refund,Philadelphia,0
32034,3081.6,168,refund,Philadelphia,0
32035,3658.93,121,purchase,Los Angeles,0
32036,1566.45,731,refund,Philadelphia,0
32037,4043.43,347,refund,Houston,0
32038,3804.41,124,refund,Los Angeles,0
32039,3653.61,178,refund,Philadelphia,0
32040,1932.48,143,purchase,San Diego,0
32041,4299.65,872,purchase,Phoenix,0
32042,1892.25,939,purchase,Los Angeles,0
32043,4917.63,477,refund,San Antonio,0
32044,2618.14,398,purchase,San Jose,0
32045,3955.35,595,refund,New York,0
32046,4334.52,937,refund,Chicago,0
32047,1967.25,27,refund,Los Angeles,0
32048,212.92,560,refund,Chicago,0
32049,4516.43,575,purchase,San Diego,0
32050,4739.29,262,refund,Chicago,0
32051,2533.99,812,refund,San Jose,0
32052,213.77,91,purchase,Philadelphia,0
32053,1332.93,690,refund,Los Angeles,0
32054,3970.71,196,purchase,San Antonio,0
32055,1288.99,573,refund,Dallas,0
32056,2149.61,483,refund,San Antonio,0
32057,339.53,709,refund,Houston,0
32058,101.66,220,refund,Chicago,0
32059,3621.36,231,refund,Los Angeles,0
32060,4536.0,881,refund,Chicago,0
32061,1879.21,513,purchase,Los Angeles,0
32062,769.74,189,refund,Phoenix,0
32063,4810.72,536,refund,Houston,0
32064,573.87,734,refund,San Antonio,0
32065,2152.67,857,purchase,Houston,0
32066,2864.17,258,refund,Houston,0
32067,2807.28,897,refund,New York,0
32068,2546.72,451,refund,Philadelphia,0
32069,1296.51,926,refund,Phoenix,0
32070,3462.73,357,purchase,New York,0
32071,1839.86,144,purchase,Phoenix,0
32072,871.77,1000,refund,Los Angeles,0
32073,1043.24,295,refund,Dallas,0
32074,3365.1,336,purchase,Phoenix,0
32075,4221.8,669,purchase,Chicago,0
32076,1818.82,905,refund,Chicago,0
32077,4553.2,595,refund,San Diego,0
32078,3899.91,59,purchase,Houston,0
32079,3757.33,117,refund,San Jose,0
32080,604.59,326,refund,Dallas,0
32081,2068.32,832,refund,San Diego,0
32082,4839.24,353,purchase,Houston,0
32083,4356.2,127,refund,New York,1
32084,714.25,203,refund,Houston,0
32085,3339.06,769,refund,Dallas,0
32086,1440.32,737,refund,Chicago,0
32087,59.88,780,purchase,San Antonio,0
32088,3716.97,319,refund,Philadelphia,0
32089,3996.09,655,purchase,San Jose,0
32090,4805.19,75,refund,Dallas,0
32091,4610.77,563,purchase,Phoenix,0
32092,2770.79,393,refund,Los Angeles,0
32093,3008.81,996,refund,San Diego,0
32094,734.67,273,purchase,Chicago,0
32095,4648.35,716,purchase,New York,0
32096,3456.41,176,purchase,Phoenix,0
32097,3095.16,961,refund,New York,0
32098,3773.85,51,refund,Dallas,0
32099,2029.5,980,refund,Chicago,0
32100,4749.22,851,purchase,Philadelphia,0
32101,369.44,183,refund,Houston,0
32102,4647.66,387,refund,Phoenix,0
32103,3154.81,276,purchase,San Jose,0
32104,1537.55,134,purchase,San Antonio,0
32105,1248.47,711,refund,San Diego,0
32106,69.64,962,refund,San Diego,0
32107,4592.21,948,refund,New York,0
32108,1225.34,962,purchase,Los Angeles,0
32109,2481.69,446,purchase,San Jose,0
32110,3802.02,528,purchase,Houston,0
32111,4061.51,51,purchase,Philadelphia,0
32112,4387.72,594,purchase,Dallas,0
32113,3514.67,463,purchase,San Diego,0
32114,614.92,777,refund,Dallas,0
32115,4788.64,769,purchase,San Diego,0
32116,4442.43,819,purchase,New York,0
32117,3035.94,223,purchase,San Antonio,0
32118,126.16,483,purchase,Philadelphia,0
32119,956.33,43,purchase,New York,0
32120,55.6,571,refund,San Diego,0
32121,3976.01,866,purchase,Los Angeles,0
32122,2436.35,188,refund,San Antonio,0
32123,484.74,425,refund,New York,0
32124,4724.86,703,purchase,New York,0
32125,4248.02,306,refund,San Jose,0
32126,4295.93,657,refund,San Jose,0
32127,3436.21,822,purchase,Los Angeles,0
32128,728.23,853,purchase,Los Angeles,0
32129,1156.76,236,refund,Los Angeles,0
32130,1482.97,829,purchase,Dallas,0
32131,2967.8,745,refund,San Jose,0
32132,10.28,139,refund,Phoenix,0
32133,1400.35,804,purchase,Philadelphia,0
32134,931.67,778,refund,San Diego,0
32135,333.84,348,purchase,Phoenix,0
32136,4173.98,142,purchase,Chicago,0
32137,1093.27,690,refund,New York,0
32138,4759.99,479,refund,San Antonio,0
32139,2328.72,137,purchase,New York,0
32140,425.26,884,purchase,San Diego,0
32141,3655.86,360,refund,San Diego,0
32142,3277.97,652,refund,San Diego,0
32143,1638.43,497,refund,San Jose,0
32144,3980.07,533,refund,Chicago,0
32145,4093.39,296,refund,Philadelphia,0
32146,1460.5,130,purchase,Los Angeles,0
32147,2094.38,11,purchase,Dallas,0
32148,3420.65,568,refund,Chicago,0
32149,2076.13,908,purchase,Phoenix,0
32150,366.62,879,purchase,Houston,0
32151,4690.28,640,purchase,Chicago,0
32152,1014.78,859,refund,San Antonio,0
32153,330.14,592,purchase,Houston,0
32154,2867.65,143,refund,New York,0
32155,1766.6,142,refund,San Antonio,0
32156,3036.26,900,refund,San Antonio,0
32157,4491.18,973,purchase,Dallas,0
32158,888.45,943,refund,San Antonio,0
32159,1057.7,662,refund,New York,0
32160,237.13,430,purchase,Chicago,0
32161,1588.08,257,refund,Los Angeles,0
32162,3059.43,130,refund,New York,0
32163,1192.14,412,refund,Dallas,0
32164,1200.65,427,refund,San Diego,0
32165,268.4,870,refund,Chicago,0
32166,4675.42,294,purchase,San Jose,0
32167,4028.28,821,refund,Houston,0
32168,1778.3,843,purchase,San Antonio,0
32169,371.57,383,purchase,San Diego,0
32170,1145.19,624,purchase,Dallas,0
32171,193.57,468,refund,Chicago,0
32172,4483.37,453,purchase,San Antonio,0
32173,3380.04,761,purchase,Dallas,0
32174,3754.62,764,purchase,Philadelphia,0
32175,3672.9,84,refund,Los Angeles,0
32176,3458.36,573,refund,Chicago,0
32177,1940.87,536,purchase,San Diego,0
32178,791.18,104,purchase,San Jose,0
32179,2521.23,678,purchase,Dallas,0
32180,3762.25,187,refund,Chicago,0
32181,660.59,894,refund,Phoenix,0
32182,3856.74,307,refund,Chicago,0
32183,3576.62,575,refund,Chicago,0
32184,1458.08,1,purchase,Chicago,0
32185,4060.72,18,purchase,Phoenix,0
32186,291.25,369,purchase,Dallas,0
32187,642.02,271,purchase,New York,0
32188,1568.42,353,refund,San Diego,0
32189,475.13,89,purchase,Los Angeles,0
32190,2526.1,559,refund,San Jose,0
32191,533.48,998,refund,Los Angeles,0
32192,3709.65,236,purchase,Los Angeles,0
32193,3984.0,960,refund,San Diego,0
32194,2462.41,961,purchase,Dallas,0
32195,136.88,344,refund,New York,0
32196,116.87,534,purchase,New York,0
32197,3514.87,102,refund,New York,0
32198,2241.81,921,refund,Dallas,0
32199,2333.43,570,purchase,San Diego,0
32200,2613.03,227,refund,Los Angeles,0
32201,2936.99,764,purchase,Philadelphia,0
32202,2462.14,37,refund,Houston,0
32203,3861.76,918,refund,Phoenix,0
32204,1539.8,46,purchase,New York,0
32205,1472.27,886,purchase,Los Angeles,0
32206,1898.9,344,purchase,Houston,0
32207,2080.46,388,purchase,Los Angeles,0
32208,3768.24,532,refund,San Jose,0
32209,3878.4,47,purchase,Phoenix,0
32210,4127.89,516,purchase,San Diego,0
32211,2909.71,28,purchase,Houston,0
32212,1152.23,729,refund,Los Angeles,0
32213,1743.14,685,purchase,Chicago,0
32214,4564.39,516,refund,San Jose,0
32215,3633.58,388,refund,Philadelphia,0
32216,874.89,311,refund,New York,0
32217,251.6,144,purchase,San Diego,0
32218,277.78,391,purchase,San Diego,0
32219,4182.66,165,purchase,Philadelphia,0
32220,2240.52,937,purchase,San Jose,0
32221,4764.29,9,purchase,Chicago,0
32222,196.85,168,purchase,Phoenix,0
32223,362.48,874,purchase,Philadelphia,0
32224,3254.62,960,refund,Dallas,0
32225,1455.21,461,purchase,Chicago,0
32226,3204.19,536,refund,Houston,0
32227,2797.84,550,purchase,Philadelphia,0
32228,1594.72,752,refund,Phoenix,0
32229,3160.6,720,refund,Los Angeles,0
32230,4734.51,147,refund,San Jose,0
32231,3861.32,396,purchase,Dallas,0
32232,671.33,312,refund,Los Angeles,0
32233,695.61,714,purchase,San Antonio,0
32234,4618.48,497,refund,San Jose,0
32235,4615.65,310,refund,New York,0
32236,661.92,472,refund,Los Angeles,0
32237,652.4,632,purchase,Philadelphia,0
32238,2488.16,893,refund,San Antonio,0
32239,772.67,516,refund,San Antonio,0
32240,3082.58,546,refund,Chicago,0
32241,2741.18,527,refund,Los Angeles,0
32242,4731.73,578,purchase,Phoenix,0
32243,2553.76,187,purchase,Phoenix,0
32244,3102.35,559,refund,New York,0
32245,4226.26,25,refund,San Jose,0
32246,159.35,377,refund,New York,0
32247,214.36,734,refund,Los Angeles,0
32248,182.11,848,purchase,Dallas,0
32249,2470.4,246,purchase,Dallas,0
32250,400.32,185,refund,Philadelphia,0
32251,4586.38,273,purchase,Houston,0
32252,3764.78,35,purchase,San Jose,0
32253,316.26,662,refund,San Diego,0
32254,2435.45,138,purchase,Phoenix,0
32255,4702.24,817,purchase,Phoenix,0
32256,2680.48,649,refund,San Diego,0
32257,4515.32,558,refund,Phoenix,0
32258,835.21,648,refund,Dallas,0
32259,1013.76,988,purchase,New York,0
32260,3242.7,912,purchase,San Diego,0
32261,1173.59,52,purchase,Chicago,0
32262,1397.19,7,refund,Houston,0
32263,2364.33,357,refund,Chicago,0
32264,2592.41,881,purchase,Philadelphia,0
32265,58.88,594,refund,Dallas,0
32266,4415.03,670,refund,Phoenix,1
32267,4605.68,634,refund,Houston,0
32268,4324.01,941,purchase,Dallas,0
32269,286.72,261,refund,Phoenix,0
32270,3624.25,271,purchase,Philadelphia,0
32271,338.75,661,refund,Chicago,0
32272,1523.57,435,purchase,Dallas,0
32273,3544.93,643,refund,San Diego,0
32274,177.31,326,purchase,Philadelphia,0
32275,2644.57,709,purchase,Philadelphia,0
32276,651.86,577,purchase,Chicago,0
32277,540.56,390,purchase,San Jose,0
32278,3070.59,588,purchase,San Antonio,0
32279,2930.65,226,refund,Los Angeles,0
32280,1597.61,349,purchase,Houston,0
32281,1456.95,476,purchase,Los Angeles,0
32282,3258.74,19,refund,Dallas,0
32283,621.72,342,purchase,New York,0
32284,3494.63,857,refund,Philadelphia,0
32285,2360.76,787,purchase,Phoenix,0
32286,2496.28,751,refund,Chicago,0
32287,1773.67,2,refund,San Jose,0
32288,2229.68,305,refund,New York,0
32289,374.09,178,refund,San Jose,0
32290,4200.56,773,purchase,Dallas,0
32291,1373.12,510,refund,Phoenix,0
32292,945.5,213,purchase,New York,0
32293,4865.56,428,purchase,Philadelphia,0
32294,2756.28,810,purchase,San Diego,0
32295,1572.74,532,refund,Phoenix,0
32296,193.79,829,refund,San Diego,0
32297,3411.12,815,refund,New York,0
32298,1331.65,518,purchase,Phoenix,0
32299,1989.41,10,purchase,San Jose,0
32300,831.72,823,refund,Chicago,0
32301,4964.57,344,purchase,San Diego,0
32302,1162.94,246,refund,Phoenix,0
32303,3540.5,946,purchase,New York,0
32304,1916.64,715,purchase,San Jose,0
32305,2937.48,703,purchase,Chicago,0
32306,4073.91,101,purchase,Houston,0
32307,964.45,945,purchase,Phoenix,0
32308,1821.29,500,purchase,Phoenix,0
32309,4390.23,746,purchase,Philadelphia,0
32310,4632.48,927,refund,Dallas,0
32311,1431.03,867,purchase,Los Angeles,0
32312,4292.1,765,refund,Dallas,0
32313,3498.97,177,purchase,Phoenix,0
32314,2101.67,712,purchase,San Jose,0
32315,21.12,623,refund,San Diego,0
32316,3355.06,924,refund,Phoenix,0
32317,2171.52,799,refund,Philadelphia,0
32318,2850.25,25,refund,Phoenix,0
32319,1770.08,275,refund,Los Angeles,0
32320,1893.69,38,purchase,San Diego,0
32321,4341.54,223,refund,San Diego,0
32322,3955.53,447,purchase,New York,0
32323,3950.77,684,refund,Phoenix,0
32324,510.68,807,refund,Los Angeles,0
32325,869.26,875,purchase,San Antonio,0
32326,4519.16,667,purchase,Chicago,0
32327,1685.53,328,refund,Houston,0
32328,256.02,913,purchase,Houston,0
32329,2305.58,384,refund,New York,0
32330,2047.5,255,refund,Dallas,0
32331,3164.05,536,purchase,Phoenix,0
32332,463.55,221,purchase,Houston,0
32333,4030.72,184,purchase,New York,0
32334,2624.61,881,purchase,Houston,0
32335,808.18,118,refund,San Jose,0
32336,4935.84,844,refund,San Antonio,0
32337,2106.21,958,refund,Phoenix,0
32338,2106.79,981,refund,Houston,0
32339,1957.06,720,refund,San Jose,0
32340,4869.04,588,purchase,New York,0
32341,3151.4,489,purchase,San Diego,0
32342,4568.93,644,purchase,San Jose,0
32343,558.73,819,refund,Philadelphia,0
32344,4649.52,40,refund,San Diego,0
32345,1700.42,198,refund,San Antonio,0
32346,2602.48,218,purchase,San Jose,0
32347,597.74,136,purchase,Philadelphia,0
32348,3196.19,442,purchase,San Diego,0
32349,1722.38,253,refund,Dallas,0
32350,3553.92,638,refund,New York,0
32351,241.92,91,refund,Chicago,0
32352,1353.46,35,refund,San Antonio,0
32353,1246.1,139,purchase,Philadelphia,0
32354,668.98,569,refund,Dallas,0
32355,3410.13,940,purchase,New York,0
32356,3262.68,63,purchase,San Jose,0
32357,4793.32,264,purchase,San Jose,0
32358,979.69,20,purchase,Philadelphia,0
32359,2148.8,996,refund,San Antonio,0
32360,4813.15,486,purchase,Dallas,0
32361,3617.41,550,purchase,San Antonio,0
32362,1956.05,825,refund,San Diego,0
32363,446.55,598,refund,Houston,0
32364,1692.55,668,refund,Philadelphia,0
32365,2917.03,819,purchase,San Jose,0
32366,3676.8,537,purchase,San Jose,0
32367,65.79,181,purchase,San Jose,0
32368,2681.8,126,purchase,San Jose,0
32369,1693.42,925,refund,New York,0
32370,3567.67,655,refund,San Antonio,0
32371,3834.63,532,refund,San Antonio,0
32372,797.17,726,refund,Los Angeles,0
32373,580.58,71,purchase,Philadelphia,0
32374,425.84,675,purchase,Phoenix,0
32375,2152.11,552,refund,Houston,0
32376,4701.61,847,purchase,San Diego,0
32377,4585.21,108,purchase,Chicago,0
32378,3780.4,455,refund,Houston,0
32379,3582.68,939,refund,Chicago,0
32380,3466.16,358,refund,San Antonio,0
32381,1723.71,270,refund,Los Angeles,0
32382,4847.51,234,purchase,Chicago,0
32383,4315.0,445,purchase,Chicago,0
32384,1927.7,549,purchase,Phoenix,0
32385,1012.12,41,purchase,Chicago,0
32386,1591.88,159,purchase,Philadelphia,0
32387,4953.6,545,purchase,Los Angeles,0
32388,1755.54,944,purchase,Dallas,0
32389,649.07,542,refund,Chicago,0
32390,2117.61,124,purchase,San Jose,0
32391,2007.79,503,purchase,Chicago,0
32392,3553.76,38,refund,Dallas,0
32393,4140.41,752,refund,Philadelphia,0
32394,3648.13,116,refund,Philadelphia,0
32395,3932.33,903,purchase,Chicago,0
32396,2156.13,596,purchase,Dallas,0
32397,2210.69,100,purchase,Phoenix,0
32398,3532.91,444,purchase,Los Angeles,0
32399,362.45,59,purchase,Chicago,0
32400,3516.94,377,purchase,San Jose,0
32401,2613.73,436,refund,Dallas,0
32402,2773.75,16,refund,Dallas,0
32403,4061.7,624,purchase,San Diego,0
32404,3841.31,787,refund,Dallas,0
32405,1109.71,142,purchase,Houston,0
32406,3431.7,41,refund,Los Angeles,0
32407,3085.48,922,purchase,San Antonio,0
32408,2476.54,834,purchase,Chicago,0
32409,4771.26,639,refund,San Diego,0
32410,1219.53,240,refund,Philadelphia,0
32411,93.42,768,refund,Los Angeles,0
32412,4680.57,346,purchase,Philadelphia,0
32413,2120.19,336,purchase,Chicago,0
32414,3365.52,956,purchase,San Jose,0
32415,1991.88,87,purchase,San Jose,0
32416,4921.65,966,refund,Los Angeles,0
32417,131.81,262,purchase,Houston,0
32418,770.06,27,purchase,San Jose,0
32419,1993.53,722,purchase,Los Angeles,0
32420,412.77,666,purchase,Philadelphia,0
32421,3969.72,61,refund,New York,0
32422,1660.31,501,purchase,Dallas,0
32423,3911.77,65,refund,Los Angeles,0
32424,3936.8,720,refund,San Jose,0
32425,3242.83,788,refund,San Antonio,0
32426,1847.9,468,purchase,Dallas,0
32427,87.98,658,refund,San Jose,0
32428,4506.15,490,purchase,San Jose,0
32429,1986.65,170,purchase,San Jose,0
32430,2323.64,912,purchase,Phoenix,0
32431,3223.47,464,purchase,San Antonio,0
32432,1541.02,727,refund,Dallas,0
32433,2761.05,421,purchase,Houston,0
32434,2046.29,5,purchase,Chicago,0
32435,3960.48,571,refund,Philadelphia,0
32436,1932.51,874,refund,Dallas,0
32437,2711.38,912,purchase,San Diego,1
32438,4201.55,776,purchase,Chicago,0
32439,523.38,17,purchase,San Antonio,0
32440,1254.17,110,refund,San Antonio,0
32441,1950.72,518,refund,Dallas,0
32442,3541.33,548,purchase,Philadelphia,0
32443,3149.94,586,purchase,San Diego,0
32444,272.95,784,refund,Los Angeles,0
32445,286.35,976,purchase,Dallas,0
32446,3343.53,689,refund,Chicago,0
32447,3135.98,250,refund,Phoenix,0
32448,2028.56,507,refund,Chicago,0
32449,988.16,714,refund,San Antonio,0
32450,515.32,630,purchase,San Diego,0
32451,2065.81,934,purchase,San Jose,0
32452,2039.91,341,refund,Houston,0
32453,4373.11,715,refund,Chicago,0
32454,3594.67,579,purchase,San Antonio,0
32455,2790.04,144,purchase,Phoenix,0
32456,2284.79,660,refund,San Antonio,0
32457,738.97,197,refund,San Jose,0
32458,2794.76,293,purchase,Houston,0
32459,2306.16,38,refund,Houston,0
32460,3405.08,945,refund,Philadelphia,0
32461,2238.34,677,purchase,Chicago,0
32462,4659.2,263,refund,New York,0
32463,4619.77,203,refund,San Diego,0
32464,2808.09,973,purchase,San Jose,0
32465,1957.96,639,purchase,Los Angeles,0
32466,541.59,361,purchase,San Antonio,0
32467,3206.39,965,refund,San Diego,0
32468,3943.06,739,refund,Dallas,0
